Category,Resume
Data & Analytics,"Education: Bachelor's in IT Experience: 2 years Skills: SQL, Business Development, Analytics, Dashboard Development, Looker, PHP, Shell Scripting, LookML Bachelor's in IT SQL|Business Development|Analytics|Dashboard Development|Looker|PHP|Shell Scripting|LookML|Risk Assessment|Data Visualization Looker Developer"
Energy & Utilities,"Education: Bachelor's in Safety Engineering Experience: 2 years Skills: Problem Solving, Mobile UI/UX, Regulatory Knowledge, Negotiation, Risk Assessment, Technical Writing, Safety Management, Adaptability Bachelor's in Safety Engineering Problem Solving|Mobile UI/UX|Regulatory Knowledge|Negotiation|Risk Assessment|Technical Writing|Safety Management|Adaptability|Communication|Leadership|Microservices Safety Engineer"
Finance & Accounting,"Education: Bachelor's in Accounting Experience: 6 years Skills: SEO, Internal Controls, Leadership, Risk Assessment, Audit Procedures, AWS, C#, Compliance Bachelor's in Accounting SEO|Internal Controls|Leadership|Risk Assessment|Audit Procedures|AWS|C#|Compliance|Communication|Flask Audit Manager"
Private Sector Management,"Education: Master's in Business Experience: 4 years Skills: Rust, Leadership, Compliance, Department Management, Decision Making, Strategic Planning, Budget Control, Communication Master's in Business Rust|Leadership|Compliance|Department Management|Decision Making|Strategic Planning|Budget Control|Communication Director"
Technology,"Education: QA Certification Experience: 1 years Skills: SQL, API Testing, Manual Testing, Test Automation, React, Serverless, MongoDB, Bug Tracking QA Certification SQL|API Testing|Manual Testing|Test Automation|React|Serverless|MongoDB|Bug Tracking|Figma|Selenium QA Engineer"
Data & Analytics,"Education: Bachelor's in Engineering Experience: 4 years Skills: SQL, Analytics, Time Management, Data Modeling, Scikit-learn, REST API, Cloud Platforms, dbt Bachelor's in Engineering SQL|Analytics|Time Management|Data Modeling|Scikit-learn|REST API|Cloud Platforms|dbt|Python Analytics Engineer"
Technology,"Education: Bachelor's in Cybersecurity Experience: 3 years Skills: Vulnerability Testing, Problem Solving, Security Tools, Reporting, Risk Assessment, Security Testing, Redis, Django Bachelor's in Cybersecurity Vulnerability Testing|Problem Solving|Security Tools|Reporting|Risk Assessment|Security Testing|Redis|Django Security Tester"
Beauty & Wellness,"Education: License Experience: 2 years Skills: Communication, Query Optimization, Problem Solving, Empathy, Massage Therapy, Serverless, Customer Service, Django License Communication|Query Optimization|Problem Solving|Empathy|Massage Therapy|Serverless|Customer Service|Django|Anatomy|Negotiation Massage Therapist"
Veterinary,"Education: Associate in Veterinary Technology Experience: 1 years Skills: Animal Handling, Compassion, Veterinary Care, Jira, Go, Safety, Communication, Teamwork Associate in Veterinary Technology Animal Handling|Compassion|Veterinary Care|Jira|Go|Safety|Communication|Teamwork|Encryption|C#|Technical Skills Veterinary Technician"
Technology,"Education: Master's in Computer Science Experience: 5 years Skills: Statistics, Deep Learning, PyTorch, Angular, Problem Solving, TensorFlow, Research, Python Master's in Computer Science Statistics|Deep Learning|PyTorch|Angular|Problem Solving|TensorFlow|Research|Python Machine Learning Engineer"
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: MySQL, Magento, React Native, E-commerce, GraphQL, Problem Solving, JavaScript, PHP Bachelor's in Computer Science MySQL|Magento|React Native|E-commerce|GraphQL|Problem Solving|JavaScript|PHP Magento Developer"
Legal Services,"Education: Law School Graduate Experience: 0 years Skills: Negotiation, Legal Research, Analysis, Problem Solving, Attention to Detail, Ruby, Writing, Communication Law School Graduate Negotiation|Legal Research|Analysis|Problem Solving|Attention to Detail|Ruby|Writing|Communication Law Clerk"
Science & Research,"Education: Master's in Microbiology Experience: 1 years Skills: Precision, Research, Node.js, Microbiology, Jira, HTML, R, Data Analysis Master's in Microbiology Precision|Research|Node.js|Microbiology|Jira|HTML|R|Data Analysis|Laboratory Work|Python|Problem Solving Microbiologist"
Agriculture & Food,"Education: Management Experience Experience: 1 years Skills: Customer Service, Leadership, Communication, Ruby, Restaurant Management, User Experience, Financial Management, Kotlin Management Experience Customer Service|Leadership|Communication|Ruby|Restaurant Management|User Experience|Financial Management|Kotlin|Creativity|Staff Management Restaurant Manager"
Data & Analytics,"Education: Data Science Certificate Experience: 4 years Skills: Data Analysis, Documentation, Shell Scripting, Collaboration, Python, Jenkins, Visualization, Jupyter Notebooks Data Science Certificate Data Analysis|Documentation|Shell Scripting|Collaboration|Python|Jenkins|Visualization|Jupyter Notebooks Jupyter Developer"
Creative & Design,"Education: Certification Experience: 1 years Skills: Texturing, Market Research, 3D Modeling, Compliance, Software Skills, Rendering, Tableau, Critical Thinking Certification Texturing|Market Research|3D Modeling|Compliance|Software Skills|Rendering|Tableau|Critical Thinking|Problem Solving|Creativity 3D Artist"
Technology,"Education: WordPress Certification Experience: 0 years Skills: JavaScript, Shell Scripting, WordPress, Business Development, PHP, CSS, Plugin Development, Theme Development WordPress Certification JavaScript|Shell Scripting|WordPress|Business Development|PHP|CSS|Plugin Development|Theme Development WordPress Developer"
Technology,"Education: Cloud Certification Experience: 7 years Skills: AWS, Networking, Oracle, C#, System Design, Security, SEO, GCP Cloud Certification AWS|Networking|Oracle|C#|System Design|Security|SEO|GCP|Azure|JavaScript|Jira Cloud Architect"
Technology,"Education: Bachelor's in Computer Science Experience: 3 years Skills: JavaScript, TypeScript, PostgreSQL, User Interface, Problem Solving, Type Safety, Node.js, Object-Oriented Design Bachelor's in Computer Science JavaScript|TypeScript|PostgreSQL|User Interface|Problem Solving|Type Safety|Node.js|Object-Oriented Design|Firewalls|Graphic Design|Teamwork TypeScript Developer"
Technology,"Education: Diploma in IT Experience: 2 years Skills: JavaScript, UI/UX Design, CSS, HTML, Scrum, Kanban, Vue.js, React Diploma in IT JavaScript|UI/UX Design|CSS|HTML|Scrum|Kanban|Vue.js|React Frontend Developer"
Marketing & Sales,"Education: Bachelor's in Marketing Experience: 0 years Skills: Analytics, A/B Testing, Email Campaign Management, Redis, Segmentation, Android, Automation Platforms, Copywriting Bachelor's in Marketing Analytics|A/B Testing|Email Campaign Management|Redis|Segmentation|Android|Automation Platforms|Copywriting|Jupyter Email Marketing Specialist"
Government & Public Service,"Education: Master's in Public Administration Experience: 3 years Skills: Oracle, Leadership, Public Administration, Policy Knowledge, Shell Scripting, Budget Management, PostgreSQL, NumPy Master's in Public Administration Oracle|Leadership|Public Administration|Policy Knowledge|Shell Scripting|Budget Management|PostgreSQL|NumPy|Communication|Swift|Strategic Planning Public Administrator"
Technology,"Education: WordPress Certification Experience: 0 years Skills: PHP, Plugin Development, Theme Development, Graphic Design, JavaScript, WordPress, Adobe Creative Suite, CSS WordPress Certification PHP|Plugin Development|Theme Development|Graphic Design|JavaScript|WordPress|Adobe Creative Suite|CSS WordPress Developer"
Administration,"Education: High School Experience: 0 years Skills: User Interface, Software Skills, Administrative Skills, Time Management, Database Design, Typing, Communication, Organization High School User Interface|Software Skills|Administrative Skills|Time Management|Database Design|Typing|Communication|Organization Administrative Assistant"
Healthcare,"Education: Master's or PhD in Psychology Experience: 5 years Skills: Empathy, Critical Thinking, Mobile UI/UX, Business Development, Patient Communication, User Interface, Psychological Assessment, Research Master's or PhD in Psychology Empathy|Critical Thinking|Mobile UI/UX|Business Development|Patient Communication|User Interface|Psychological Assessment|Research|P&L Management|MySQL|Counseling Psychologist"
Beauty & Wellness,"Education: Beauty School Experience: 2 years Skills: Nail Care, Precision, Customer Service, Creativity, Artistry, Security Protocols, Communication, Sanitation Beauty School Nail Care|Precision|Customer Service|Creativity|Artistry|Security Protocols|Communication|Sanitation Nail Technician"
Operations & Supply Chain,"Education: Bachelor's in Operations Experience: 3 years Skills: Quality Control, Equipment Maintenance, Documentation, Staff Management, Teamwork, Business Acumen, Problem Solving, Production Planning Bachelor's in Operations Quality Control|Equipment Maintenance|Documentation|Staff Management|Teamwork|Business Acumen|Problem Solving|Production Planning|Firewalls|Safety Production Manager"
Legal Services,"Education: Bar License Experience: 0 years Skills: Legal Knowledge, Negotiation, Ethics, Problem Solving, Docker, Research, Budget Management, Writing Bar License Legal Knowledge|Negotiation|Ethics|Problem Solving|Docker|Research|Budget Management|Writing|Communication Lawyer"
Skilled Trades,"Education: Trade School Experience: 3 years Skills: Python, Precision, GraphQL, Technical Knowledge, CNC Machines, Problem Solving, Attention to Detail, Safety Trade School Python|Precision|GraphQL|Technical Knowledge|CNC Machines|Problem Solving|Attention to Detail|Safety CNC Machinist"
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Cryptocurrency, Blockchain Technology, SQL, Smart Contracts, CloudFormation, Python, Problem Solving, Mentoring Bachelor's in Computer Science Cryptocurrency|Blockchain Technology|SQL|Smart Contracts|CloudFormation|Python|Problem Solving|Mentoring|Solidity|Vue.js Blockchain Developer"
Technology,"Education: Scrum Master Certification Experience: 4 years Skills: Adobe Creative Suite, Scrum, Coaching, Team Leadership, Agile, Machine Learning, Kanban, Problem Solving Scrum Master Certification Adobe Creative Suite|Scrum|Coaching|Team Leadership|Agile|Machine Learning|Kanban|Problem Solving|React Native|Angular|Communication Scrum Master"
Marketing & Sales,"Education: MBA Experience: 9 years Skills: MongoDB, Market Strategy, Team Leadership, P&L Management, Brand Vision, Kubernetes, Strategic Leadership, Executive Communication MBA MongoDB|Market Strategy|Team Leadership|P&L Management|Brand Vision|Kubernetes|Strategic Leadership|Executive Communication|Confluence Chief Marketing Officer"
Transportation & Logistics,"Education: Management Experience Experience: 6 years Skills: Cassandra, React, Maintenance, Safety, Cost Management, Negotiation, Strategic Planning, Problem Solving Management Experience Cassandra|React|Maintenance|Safety|Cost Management|Negotiation|Strategic Planning|Problem Solving|Leadership|Ruby|Fleet Management Fleet Manager"
Data & Analytics,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Distributed Computing, SQL, Big Data, React Native, Python, Serverless, Apache Spark, GCP Bachelor's in Computer Science Distributed Computing|SQL|Big Data|React Native|Python|Serverless|Apache Spark|GCP|Go|Scala|SEO Spark Developer"
Creative & Design,"Education: Bachelor's in 3D Art Experience: 1 years Skills: Business Development, Software Skills, Problem Solving, CSS, Creativity, Rendering, 3D Modeling, Texturing Bachelor's in 3D Art Business Development|Software Skills|Problem Solving|CSS|Creativity|Rendering|3D Modeling|Texturing 3D Artist"
Marketing & Sales,"Education: Bachelor's in Business Experience: 5 years Skills: Data Analysis, Product Strategy, Communication, Tableau, Leadership, Market Analysis, Flask, User Research Bachelor's in Business Data Analysis|Product Strategy|Communication|Tableau|Leadership|Market Analysis|Flask|User Research Product Manager"
